Name,Calories,Carbs,Protein,Fat,Sugar,Fibre,Cholesterol,calcium,phosphorus,magnesium,sodium,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vit a_ug,vit e_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug
Tomato aspic,50.37,5.02,6.87,0.26,3.21,1.58,0.00,44.28,26.75,20.76,98.17,192.77,1.18,0.08,3.04,0.01,0.34,0.01,0.23,0.00,0.11,5.89,0.00,35.48,0.00,18.34,0.04,0.04,0.36,0.17,0.07,1.39,18.34
Frozen frosty fruit salad (Phalon ka salaad),103.51,15.61,1.68,4.17,14.38,0.26,26.33,28.61,34.43,7.96,13.23,103.47,0.41,0.04,1.81,0.00,0.08,0.01,0.23,64.70,0.17,0.32,0.04,0.64,0.63,8.97,0.03,0.06,0.22,0.19,0.04,1.96,8.97
French dressing,733.77,3.68,0.32,79.65,3.01,0.22,0.00,6.98,3.76,4.54,261.13,27.43,0.48,0.03,0.17,0.00,0.06,0.02,0.07,0.00,4.07,0.20,0.00,46.95,0.00,0.97,0.00,0.00,0.01,0.01,0.00,0.15,0.97
Mayonnaise without eggs,329.05,3.98,2.13,33.84,3.68,0.04,0.00,75.54,61.07,6.83,193.58,81.04,0.27,0.03,0.62,0.00,0.02,0.01,0.23,0.00,1.72,0.05,0.00,18.11,0.00,4.87,0.02,0.07,0.05,0.22,0.03,1.31,4.87
Curd dressing ,78.80,8.03,5.59,2.90,7.57,0.22,10.52,194.59,164.76,19.93,204.62,283.26,0.18,0.01,2.00,0.00,0.04,0.04,0.69,26.77,0.06,0.16,0.00,1.66,0.00,18.84,0.06,0.26,0.20,0.50,0.11,2.60,18.84
Carrot raita (Gajar ka raita),64.78,7.19,4.14,2.19,5.99,1.69,6.98,146.72,126.28,22.13,274.46,293.77,0.55,0.05,1.40,0.00,0.15,0.03,0.57,17.76,0.12,0.66,0.00,10.71,0.00,20.30,0.06,0.19,0.24,0.43,0.11,2.21,20.30
Pumpkin raita (Kaddu ka raita),55.60,6.02,3.74,1.88,5.48,1.04,6.47,130.11,109.33,17.42,129.14,258.97,0.33,0.03,1.34,0.00,0.07,0.03,0.47,16.47,0.22,0.60,0.00,28.96,0.00,18.64,0.05,0.17,0.27,0.36,0.09,2.08,18.64
Mint and peanut raita (Pudinay aur moongfali ka raita),112.05,7.31,7.05,6.19,6.17,1.79,8.26,191.01,172.07,48.55,223.01,365.46,1.68,0.12,3.41,0.01,0.38,0.04,0.92,21.03,0.21,0.70,0.00,26.26,0.00,33.23,0.07,0.24,1.27,0.55,0.15,12.07,33.23
Spinach raita (Palak ka raita),52.75,5.06,3.95,1.86,3.97,1.39,5.41,142.96,101.73,54.45,126.57,458.18,1.61,0.09,2.06,0.01,0.59,0.02,0.59,13.78,0.67,0.26,0.00,161.02,0.00,79.07,0.11,0.18,0.28,0.36,0.13,3.34,79.07
Bathua raita,54.40,5.31,4.13,1.76,4.11,2.19,5.41,206.31,104.17,35.47,110.92,366.14,1.46,0.06,1.72,0.00,0.81,0.02,0.85,13.78,0.16,0.63,0.00,111.31,0.00,30.12,0.06,0.39,0.38,0.45,0.14,1.91,30.12
Pineapple raita (Ananas ka raita),67.74,8.62,3.90,2.02,8.12,1.39,6.93,134.53,114.15,18.80,135.48,239.89,0.27,0.03,1.34,0.00,0.45,0.02,0.50,17.63,0.18,0.39,0.00,2.02,0.00,17.45,0.06,0.18,0.18,0.37,0.11,2.05,17.45
Banana raita (Kele ka raita),89.03,13.51,4.13,2.07,10.11,1.00,6.93,133.23,116.44,24.32,135.43,308.83,0.31,0.05,1.31,0.01,0.16,0.02,0.51,17.63,0.07,0.38,0.00,1.95,0.00,17.36,0.05,0.18,0.30,0.44,0.23,2.21,17.36
Mango raita (Aam ka raita),67.37,8.23,3.90,2.14,7.87,0.89,6.93,136.06,113.36,19.01,135.46,240.21,0.34,0.04,1.91,0.01,0.11,0.02,0.50,17.63,0.13,1.49,0.00,2.76,0.00,37.55,0.05,0.18,0.23,0.37,0.10,2.23,37.55
Guava raita (Amarood ka raita),64.36,7.27,4.19,2.07,6.71,3.00,6.93,136.93,117.29,19.61,135.94,283.96,0.28,0.06,1.89,0.00,0.11,0.02,0.54,17.63,0.07,0.85,0.00,2.42,0.00,21.09,0.06,0.18,0.34,0.41,0.10,1.96,21.09
Grapes raita (Angoor ka raita),72.59,9.66,3.98,2.07,8.51,0.71,6.93,134.52,116.26,17.07,135.64,247.92,0.26,0.03,1.31,0.00,0.07,0.02,0.48,17.63,0.06,1.86,0.00,2.98,0.00,14.40,0.05,0.18,0.19,0.35,0.10,2.07,14.40
Bottle gourd kheer (Ghiya/Lauki kheer),84.07,10.00,2.70,3.86,9.63,0.55,0.00,94.18,79.10,11.57,19.62,117.46,0.23,0.05,1.09,0.00,0.12,0.02,0.32,0.00,0.38,0.23,0.00,0.47,0.00,13.40,0.03,0.09,0.12,0.37,0.03,1.98,13.40
Pumpkin kheer (Kaddu ki kheer),86.35,10.44,2.76,3.86,10.12,0.63,0.00,95.61,80.25,11.48,20.99,141.55,0.24,0.05,0.83,0.00,0.11,0.02,0.31,0.00,0.49,0.36,0.00,15.71,0.00,10.07,0.03,0.09,0.17,0.29,0.05,1.81,10.07
Apple kheer (Seb ki kheer),81.30,11.34,2.14,3.18,10.71,0.51,0.00,75.67,62.83,8.91,15.86,93.41,0.18,0.04,0.68,0.00,0.09,0.27,0.25,0.00,0.33,0.30,0.00,0.61,0.00,4.93,0.02,0.07,0.11,0.22,0.03,1.26,4.93
Caramel custard (baked),122.70,14.95,5.11,5.01,14.92,0.00,81.15,90.59,105.37,8.42,44.78,107.98,0.53,0.05,9.60,0.00,0.01,0.00,0.50,43.90,0.48,0.00,0.19,0.00,3.24,15.61,0.03,0.12,0.08,0.55,0.06,5.36,15.61
Vanilla ice cream without egg,228.67,14.21,2.69,18.15,13.45,0.00,41.70,81.27,69.83,6.63,23.97,89.96,0.10,0.03,0.53,0.00,0.01,0.00,0.25,158.46,0.63,0.00,0.00,0.00,0.00,6.15,0.02,0.12,0.04,0.25,0.04,1.50,6.15
Vanilla ice cream with egg,214.85,11.71,4.16,17.02,11.69,0.00,86.75,77.42,86.09,7.41,37.72,97.19,0.34,0.03,6.04,0.00,0.01,0.00,0.38,165.01,0.76,0.00,0.12,0.00,2.02,12.13,0.03,0.13,0.05,0.42,0.05,3.82,12.13
Strawberry ice cream,215.61,12.26,4.15,16.96,11.60,0.00,86.39,77.08,85.83,7.36,37.62,96.40,0.34,0.03,6.02,0.00,0.01,0.00,0.39,164.33,0.75,0.00,0.12,0.00,2.01,12.10,0.03,0.13,0.05,0.42,0.05,3.80,12.10
Chocochip ice cream,241.45,16.75,4.23,17.93,16.08,0.00,79.34,73.22,90.59,14.52,34.84,114.27,0.51,0.09,5.84,0.00,0.06,0.00,0.47,151.22,0.81,0.00,0.11,0.20,1.83,12.09,0.03,0.12,0.08,0.41,0.05,3.73,12.09
Choconut ice cream,273.96,23.13,5.04,18.49,21.02,0.51,65.65,67.38,115.16,37.50,29.83,145.81,0.89,0.25,5.73,0.00,0.21,0.01,0.80,125.06,1.23,0.30,0.09,0.40,1.52,12.19,0.07,0.11,0.20,0.44,0.05,3.26,12.19
Pear chocholate sunday,183.49,15.02,2.08,13.11,14.41,0.07,29.11,56.67,56.29,12.33,16.26,91.18,0.24,0.07,0.36,0.00,0.02,0.01,0.27,112.13,0.58,0.01,0.00,0.14,0.00,5.22,0.02,0.08,0.10,0.17,0.03,1.02,5.22
Chocolate sauce,263.20,43.21,1.91,10.39,42.06,0.00,21.30,18.80,68.70,53.00,2.80,154.70,1.13,0.44,0.00,0.00,0.00,0.00,0.74,95.80,0.25,0.00,0.00,0.89,0.00,3.80,0.02,0.01,0.17,0.00,0.01,0.02,3.80
Coffee ice cream,150.62,14.09,3.15,9.43,13.35,0.00,22.23,95.72,84.92,9.79,42.09,132.18,0.15,0.03,2.33,0.00,0.02,0.00,0.31,44.08,0.15,0.00,0.41,0.67,0.00,4.33,0.02,0.13,0.22,0.33,0.04,1.39,4.33
Coffee pear alaska,203.99,19.36,2.88,13.22,16.88,0.15,28.43,60.61,55.73,8.57,51.11,107.86,0.22,0.03,2.00,0.00,0.05,0.00,0.23,109.17,0.63,0.00,0.07,0.15,0.00,5.53,0.02,0.09,0.23,0.28,0.03,1.74,5.53
Crunchy butterscotch,277.32,19.92,3.11,20.99,17.73,0.47,46.39,72.26,76.55,12.96,22.24,103.65,0.26,0.06,0.69,0.00,0.10,0.03,0.35,184.22,0.78,0.19,0.00,0.46,0.00,9.99,0.06,0.14,0.44,0.25,0.04,1.55,9.99
Peach melba ice cream,200.85,16.31,2.06,14.51,13.35,0.06,33.23,60.55,53.82,6.90,17.92,81.24,0.11,0.02,0.38,0.00,0.02,0.01,0.21,126.27,0.61,0.01,0.00,0.04,0.00,5.14,0.02,0.09,0.07,0.19,0.03,1.12,5.14
Vanilla ice cream with apples in hot cherry sauce,196.32,22.75,1.73,11.45,14.19,0.26,26.15,56.34,46.38,6.04,31.54,74.21,0.16,0.03,0.38,0.00,0.01,0.17,0.18,99.37,0.41,0.15,0.00,0.38,0.00,4.29,0.02,0.08,0.05,0.17,0.03,0.99,4.29
Grape and orange whip,57.39,6.72,1.41,2.62,5.66,0.97,6.51,17.40,15.37,8.95,14.36,138.86,0.53,0.03,1.61,0.01,0.02,0.00,0.05,24.73,0.11,0.98,0.07,2.00,0.00,13.92,0.05,0.04,0.19,0.24,0.04,2.32,13.92
Honey banana cream,125.49,13.64,2.78,6.68,10.51,0.70,14.27,43.52,40.03,12.73,15.65,159.94,0.23,0.05,0.62,0.01,0.13,0.00,0.21,54.24,0.26,0.21,0.00,0.75,0.00,8.59,0.02,0.07,0.18,0.22,0.17,1.16,8.59
Raspberry bavarian cream,150.10,17.82,3.34,7.88,15.30,2.19,19.94,26.40,22.93,9.95,24.59,78.98,0.31,0.05,1.99,0.00,0.23,0.00,0.20,75.76,0.54,0.00,0.08,2.63,0.00,8.77,0.02,0.06,0.20,0.25,0.03,0.58,8.77
Fruit delight,107.09,9.11,2.09,7.09,9.03,0.09,12.28,71.69,61.21,6.93,17.27,96.94,0.15,0.02,0.50,0.00,0.01,0.00,0.23,46.67,0.27,0.19,0.00,0.24,0.00,5.67,0.02,0.08,0.10,0.22,0.03,1.32,5.67
Creamy chocolate mousse,230.52,9.53,6.85,18.16,8.99,0.00,129.13,45.25,95.04,26.51,48.64,127.50,0.96,0.18,10.46,0.00,0.01,0.00,0.67,196.50,0.89,0.00,0.21,0.07,3.60,16.31,0.03,0.11,0.10,0.45,0.06,5.03,16.31
Cold lemon souffle,169.87,15.62,5.89,9.78,13.88,0.00,98.14,55.03,72.62,6.74,46.35,81.69,0.53,0.02,8.82,0.00,0.01,0.00,0.41,160.82,0.51,0.00,0.17,0.00,3.01,12.88,0.03,0.12,0.07,0.44,0.05,4.92,12.88
Cold orange souffle,173.19,16.27,5.94,9.82,14.42,0.11,98.65,55.45,73.20,7.19,46.53,88.17,0.57,0.03,8.79,0.00,0.01,0.00,0.40,161.66,0.51,0.03,0.17,0.22,3.03,14.01,0.03,0.12,0.09,0.45,0.05,5.19,14.01
Cold pineapple souffle,181.22,16.85,6.23,10.39,14.99,0.00,104.39,57.13,76.29,6.79,49.38,79.86,0.54,0.03,9.29,0.00,0.03,0.00,0.42,171.05,0.54,0.00,0.18,0.00,3.20,13.29,0.03,0.13,0.07,0.46,0.05,5.23,13.29
Cold vanilla souffle,179.54,16.29,6.22,10.32,14.49,0.00,100.85,62.47,79.83,6.94,49.09,83.30,0.52,0.03,9.03,0.00,0.01,0.00,0.43,165.25,0.53,0.00,0.18,0.00,3.10,13.01,0.03,0.13,0.07,0.46,0.05,5.18,13.01
Cold chocolate souffle,187.53,17.22,6.37,10.86,15.31,0.00,98.07,62.91,88.53,14.94,47.77,104.98,0.68,0.09,8.85,0.00,0.02,0.00,0.53,160.80,0.56,0.00,0.17,0.07,3.01,13.36,0.03,0.13,0.10,0.45,0.05,5.09,13.36
Stewed fruit (with pear),74.32,18.22,0.25,0.32,17.67,2.84,0.00,5.94,5.18,5.87,1.70,68.56,0.21,0.07,0.03,0.01,0.06,0.01,0.06,0.00,0.19,1.11,0.00,8.08,0.00,3.60,0.01,0.01,0.08,0.03,0.06,0.88,3.60
Apricot fool,240.79,33.64,1.54,11.35,21.29,1.00,27.58,26.37,38.89,8.64,8.28,105.45,0.73,0.14,0.57,0.00,0.11,0.03,0.21,104.79,0.62,1.06,0.00,1.45,0.00,5.02,0.02,0.06,0.47,0.23,0.04,0.79,5.02
Pavlova,200.60,21.84,1.84,12.29,20.37,0.06,31.94,23.00,26.37,6.30,26.34,86.90,0.25,0.03,2.00,0.00,0.05,0.00,0.13,121.36,0.40,0.12,0.10,0.16,0.00,5.30,0.01,0.07,0.13,0.22,0.03,1.01,5.30
Apple crumb pudding,220.85,35.17,1.54,8.87,27.69,1.33,21.68,38.49,26.04,10.25,59.36,159.24,1.05,0.08,1.28,0.00,0.14,0.44,0.22,97.51,0.24,0.51,0.00,1.81,0.00,8.01,0.05,0.03,0.34,0.05,0.04,0.16,8.01
Steamed cake with chocolate sauce,301.91,29.06,4.49,19.01,19.72,0.29,78.72,67.76,147.54,25.73,100.32,131.49,0.85,0.18,4.61,0.00,0.07,0.01,0.64,201.93,0.62,0.71,0.09,1.55,1.53,10.84,0.04,0.08,0.18,0.37,0.04,2.76,10.84
Hot lemon souffle,155.25,16.31,5.29,7.93,12.07,0.14,116.79,48.77,90.50,9.20,47.75,106.74,0.55,0.04,9.89,0.00,0.04,0.01,0.33,100.54,0.45,0.38,0.54,0.64,4.46,17.04,0.04,0.09,0.15,0.71,0.05,8.12,17.04
Gulab jamun with milk powder,471.15,28.24,0.85,40.15,27.04,0.05,1.25,26.13,22.38,3.16,67.28,33.68,0.13,0.04,0.25,0.00,0.01,0.00,0.12,3.53,19.58,0.11,0.00,2.52,0.00,1.51,0.01,0.03,0.03,0.08,0.01,0.35,1.51
Chum chum,130.05,28.27,1.52,1.92,27.84,0.02,0.10,62.58,49.40,5.13,16.65,64.67,0.13,0.05,0.58,0.00,0.01,0.00,0.21,0.19,0.09,0.04,0.00,0.01,0.00,3.27,0.02,0.06,0.05,0.19,0.02,0.84,3.27
Dil bahar,130.05,28.27,1.52,1.92,27.84,0.02,0.10,62.58,49.40,5.13,16.65,64.67,0.13,0.05,0.58,0.00,0.01,0.00,0.21,0.19,0.09,0.04,0.00,0.01,0.00,3.27,0.02,0.06,0.05,0.19,0.02,0.84,3.27
Rasbhari,130.05,28.27,1.52,1.92,27.84,0.02,0.10,62.58,49.40,5.13,16.65,64.67,0.13,0.05,0.58,0.00,0.01,0.00,0.21,0.19,0.09,0.04,0.00,0.01,0.00,3.27,0.02,0.06,0.05,0.19,0.02,0.84,3.27
Rajbogh,133.70,28.16,1.71,2.28,27.66,0.11,0.10,63.23,53.74,6.42,16.57,73.47,0.17,0.05,0.66,0.00,0.02,0.01,0.23,0.19,0.39,0.05,0.00,0.17,0.00,3.82,0.03,0.06,0.05,0.19,0.03,0.94,3.82
Rasgulla,118.64,25.79,1.38,1.75,25.40,0.01,0.09,57.09,45.07,4.68,15.19,58.99,0.12,0.04,0.53,0.00,0.01,0.00,0.19,0.18,0.09,0.03,0.00,0.01,0.00,2.98,0.02,0.06,0.04,0.17,0.02,0.77,2.98
Rasmalai,135.55,29.17,1.61,2.11,28.71,0.07,0.09,62.31,51.38,5.86,16.46,69.18,0.15,0.05,0.62,0.00,0.01,0.01,0.22,0.19,0.27,0.05,0.00,0.10,0.00,3.56,0.02,0.06,0.05,0.18,0.03,0.89,3.56
Khoa coconut burfi,411.45,36.55,9.98,26.01,35.60,4.07,0.00,309.84,288.22,54.94,31.14,459.51,2.10,0.28,28.71,0.06,0.63,0.04,1.56,0.00,1.53,0.28,0.00,0.75,0.00,52.94,0.07,0.07,0.40,0.22,0.07,10.42,52.94
Danedar burfi,102.68,12.33,3.24,4.72,11.98,0.09,0.00,107.53,94.74,11.91,23.31,116.64,0.24,0.07,1.07,0.00,0.03,0.02,0.38,0.00,0.35,0.05,0.00,0.10,0.00,6.97,0.04,0.10,0.09,0.33,0.04,1.85,6.97
Semolina burfi (Suji/Rava burfi),348.67,47.10,3.47,16.86,28.67,2.80,39.41,14.86,33.06,11.53,8.33,99.53,1.01,0.16,2.95,0.00,0.71,0.02,0.61,147.69,0.98,2.30,0.00,0.34,0.00,6.86,0.08,0.01,0.30,0.20,0.03,0.13,6.86
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.18,17.02,1.75,12.66,16.11,4.29,5.11,21.76,48.00,23.61,8.95,283.95,0.79,0.20,4.45,0.00,0.39,0.02,0.32,19.17,1.50,0.96,0.00,52.70,0.00,19.10,0.03,0.03,0.38,0.15,0.08,1.19,19.10
Khoa ladoo,396.02,34.43,12.21,24.09,33.37,3.08,0.00,358.61,341.83,69.26,31.71,479.67,2.25,0.26,28.57,0.07,0.41,0.09,1.81,0.00,4.01,0.26,0.00,1.82,0.00,60.69,0.13,0.08,0.57,0.28,0.11,12.23,60.69
Wheat and gram flour ladoo (Atta besan ladoo),501.70,50.50,9.38,29.86,18.46,6.01,60.99,35.27,122.22,44.21,27.06,224.94,2.39,0.21,12.78,0.00,1.31,0.08,1.12,228.60,2.04,3.71,0.00,2.33,0.00,48.10,0.20,0.07,0.99,0.50,0.15,1.95,48.10
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),441.84,48.02,5.44,25.45,19.79,4.27,58.80,18.04,71.11,29.99,3.93,189.25,1.81,0.30,5.00,0.00,1.03,0.06,1.10,220.40,1.52,3.66,0.00,0.64,0.00,12.77,0.14,0.02,0.51,0.36,0.06,0.33,12.77
Sesame chickpeas brittle (Til aur channe ki chikki),282.74,50.49,8.50,4.66,36.48,5.54,0.00,150.73,178.66,109.57,17.93,515.43,4.80,0.37,16.47,0.01,0.91,0.12,1.79,0.00,0.16,5.18,0.00,8.00,0.00,67.53,0.14,0.05,0.82,0.59,0.40,0.73,67.53
Murmura chikki,253.82,59.59,2.12,0.32,48.27,0.37,0.00,63.30,64.30,74.94,15.03,298.86,3.30,0.08,0.00,0.01,0.54,0.03,0.46,0.00,0.03,0.27,0.00,0.14,0.00,8.23,0.04,0.01,0.28,0.19,0.42,0.51,8.23
Masala onion pakora/pakoda (Pyaaz ke pakode),551.64,6.48,2.05,57.61,1.58,1.44,0.00,11.06,24.35,9.65,99.22,70.11,0.42,0.05,0.37,0.00,0.21,0.00,0.20,0.00,28.34,0.21,0.00,5.86,0.00,20.78,0.04,0.02,0.23,0.16,0.06,1.23,20.78
Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.76,5.55,2.22,71.01,0.27,1.34,0.00,8.58,23.56,8.39,120.90,56.48,0.47,0.04,0.35,0.00,0.20,0.01,0.16,0.00,34.96,0.22,0.00,7.04,0.00,18.46,0.05,0.02,0.24,0.13,0.06,0.79,18.46
Chicken pakora/pakoda,590.09,4.55,6.03,60.98,0.22,0.96,11.98,9.08,52.40,10.08,103.23,92.90,0.51,0.08,3.91,0.00,0.20,0.01,0.28,1.35,29.22,0.09,0.27,5.13,5.41,16.73,0.05,0.03,1.72,0.33,0.14,1.45,16.73
Fish pakora/pakoda,577.03,4.55,5.97,59.52,0.22,0.96,9.04,12.65,62.72,13.44,112.24,95.62,0.63,0.05,12.77,0.00,0.20,0.01,0.25,3.18,29.30,0.09,0.04,5.13,1.02,16.09,0.05,0.03,0.67,0.37,0.06,1.78,16.09
Paneer cutlet,672.20,7.62,4.59,69.38,2.52,0.39,0.00,107.86,74.91,8.93,91.45,35.43,0.48,0.05,5.07,0.02,0.10,0.02,0.61,0.00,32.68,0.19,0.00,6.11,0.00,21.20,0.03,0.03,0.19,0.11,0.02,4.11,21.20
Sago cutlet/vadas (Sabudana cutlet/vadas),558.76,11.23,0.56,56.97,0.10,0.54,0.00,5.43,15.00,7.60,48.17,138.97,0.38,0.04,0.19,0.00,0.06,0.02,0.09,0.00,28.04,0.19,0.00,5.74,0.00,4.31,0.02,0.00,0.27,0.10,0.03,0.35,4.31
Poshtik cutlet,496.45,7.39,2.00,50.94,0.32,1.35,0.00,14.94,33.91,18.53,57.11,195.37,0.69,0.09,2.13,0.00,0.20,0.05,0.30,0.00,24.69,0.38,0.00,18.62,0.00,18.13,0.05,0.02,0.59,0.17,0.04,0.54,18.13
Egg cutlet (Anda cutlet),575.02,5.77,2.45,60.25,0.20,0.58,45.00,16.22,37.57,8.76,79.40,139.03,0.56,0.05,5.39,0.00,0.08,0.02,0.26,24.34,29.25,0.19,0.10,5.85,1.80,10.84,0.03,0.03,0.30,0.27,0.05,2.54,10.84
Minced meat cutlet,531.86,5.61,5.10,54.47,0.31,0.40,16.50,20.82,52.36,8.14,95.81,88.67,0.63,0.04,1.11,0.00,0.07,0.01,0.84,1.07,25.37,0.13,0.00,4.73,0.00,3.80,0.05,0.05,1.20,0.21,0.05,0.46,3.80
Vegetable samosa,443.11,13.22,2.21,42.22,0.74,1.52,4.06,10.37,30.05,14.78,107.70,189.07,0.60,0.07,0.35,0.00,0.17,0.01,0.28,15.23,20.05,1.91,0.00,8.36,0.00,12.28,0.06,0.01,0.48,0.25,0.06,0.92,12.28
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.50,9.70,4.39,76.32,0.16,2.27,0.00,10.60,71.32,33.02,65.87,220.17,0.96,0.13,4.56,0.00,0.28,0.02,0.57,0.00,37.47,1.60,0.00,6.37,0.00,16.88,0.04,0.02,0.33,0.56,0.04,0.15,16.88
Masala urad dal vada,703.78,9.93,4.32,71.62,0.70,2.71,0.00,11.87,71.27,33.89,61.49,232.79,1.00,0.14,4.23,0.00,0.35,0.02,0.57,0.00,34.65,1.64,0.00,7.56,0.00,18.57,0.04,0.02,0.36,0.55,0.06,0.34,18.57
Khaman (dhokla),54.73,5.36,1.92,2.80,1.36,1.49,0.00,5.31,29.78,11.46,124.10,92.49,0.58,0.08,4.35,0.00,0.16,0.02,0.32,0.00,0.98,0.24,0.00,1.62,0.00,16.29,0.03,0.02,0.18,0.14,0.02,0.11,16.29
Instant dhokla,207.11,24.11,7.66,9.37,6.86,3.57,2.59,66.58,105.74,25.80,763.98,187.95,1.05,0.12,2.21,0.00,0.56,0.05,0.70,6.59,3.71,0.76,0.00,6.41,0.00,53.84,0.15,0.12,0.63,0.48,0.16,2.74,53.84
Tomato ginger chutney (Tamatar adarak ki chutney),44.66,9.11,1.05,0.32,6.31,2.14,0.00,23.63,25.64,20.73,209.42,227.56,1.08,0.09,0.20,0.01,0.29,0.09,0.17,0.00,0.20,11.30,0.00,20.84,0.00,13.96,0.06,0.03,0.56,0.17,0.09,0.96,13.96
Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65,8.22,1.53,0.36,5.48,2.63,0.00,47.59,30.87,32.52,183.98,268.71,2.06,0.12,1.60,0.02,0.39,0.09,0.25,0.00,0.24,10.25,0.00,39.76,0.00,26.12,0.06,0.05,0.58,0.20,0.10,1.13,26.12
Coriander chutney (Hare dhaniye ki chutney),42.86,8.16,1.38,0.37,5.50,2.47,0.00,39.80,30.80,27.59,186.64,269.63,1.63,0.11,0.23,0.01,0.38,0.09,0.24,0.00,0.24,10.27,0.00,54.29,0.00,18.85,0.07,0.03,0.58,0.23,0.10,1.38,18.85
Gooseberry chutney (Amla chutney),43.02,8.83,1.44,0.62,0.06,4.58,0.00,46.40,34.89,22.58,215.09,269.12,1.22,0.11,0.63,0.01,0.33,0.06,0.22,0.00,0.38,0.91,0.00,45.03,0.00,13.91,0.05,0.04,0.40,0.33,0.11,0.71,13.91
Walnut chutney (Akhrot ki chutney),370.43,8.91,9.44,33.46,4.40,3.04,3.33,119.57,257.03,100.09,160.00,351.46,1.77,0.79,3.96,0.00,1.80,0.05,1.72,8.47,2.12,23.64,0.00,44.59,0.00,37.38,0.23,0.15,0.54,0.60,0.45,7.70,37.38
Saunth/Sonth chutney with ginger,84.22,20.62,0.28,0.11,19.04,0.31,0.00,15.17,9.83,14.01,222.53,82.02,0.70,0.02,0.01,0.00,0.14,0.01,0.08,0.00,0.01,0.06,0.00,0.37,0.00,1.54,0.01,0.00,0.04,0.03,0.08,0.06,1.54
Gun powder chutney,312.34,47.65,21.55,2.67,1.16,13.95,0.00,68.87,350.62,166.84,195.67,1183.29,5.14,0.68,28.17,0.02,1.49,0.13,2.96,0.00,0.27,10.35,0.00,31.88,0.00,102.54,0.25,0.16,2.14,2.46,0.23,0.84,102.54
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,346.36,36.72,12.88,15.88,10.41,13.16,0.00,73.55,215.92,101.68,321.07,821.02,5.44,0.63,26.11,0.02,1.23,0.28,2.15,0.00,2.36,8.53,0.00,29.80,0.00,98.84,0.27,0.16,1.70,0.91,0.17,0.75,98.84
Curd mint dip ,76.13,9.11,4.82,2.44,7.83,0.77,8.34,172.79,136.88,25.58,222.77,280.81,0.82,0.04,2.38,0.01,0.12,0.04,0.61,21.24,0.09,0.48,0.00,13.78,0.00,23.74,0.05,0.22,0.24,0.43,0.10,2.39,23.74
Curd vegetable dip,56.21,6.04,3.88,1.94,5.42,0.63,6.59,129.58,111.81,17.18,132.48,243.19,0.37,0.02,1.42,0.00,0.16,0.02,0.51,16.78,0.06,0.30,0.00,3.62,0.00,20.78,0.05,0.17,0.23,0.37,0.10,1.98,20.78
Mayonnaise vegetable dip,241.27,4.80,3.01,23.44,4.39,0.41,29.91,91.42,80.69,11.86,119.58,168.95,0.28,0.01,0.92,0.00,0.10,0.01,0.37,75.73,5.36,0.19,0.00,2.35,0.00,16.42,0.04,0.15,0.15,0.30,0.09,1.61,16.42
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.68,20.51,4.03,6.31,1.79,2.10,13.52,76.75,54.61,22.08,222.22,168.24,1.15,0.09,3.57,0.00,0.30,0.02,0.43,60.83,0.21,3.22,0.00,21.79,0.00,21.92,0.10,0.05,0.81,0.13,0.07,1.01,21.92
Tomato sandwich (grilled),189.92,21.29,6.26,9.39,2.58,1.91,24.95,150.90,147.21,19.26,420.60,156.87,0.88,0.08,3.56,0.00,0.27,0.03,0.70,97.59,0.32,4.78,0.00,14.87,0.00,21.95,0.11,0.07,0.85,0.16,0.07,1.36,21.95
French sandwich (toasted),186.75,14.82,6.82,11.51,1.82,1.37,104.86,100.73,119.66,18.82,274.68,153.54,1.24,0.09,11.88,0.00,0.22,0.03,0.71,142.26,0.61,2.22,0.19,15.42,3.27,26.20,0.09,0.10,0.58,0.43,0.08,4.95,26.20
Peanut butter cucumber sandwich,243.33,29.76,9.04,10.56,2.91,3.35,0.00,95.35,119.55,50.40,460.09,249.54,1.32,0.21,4.39,0.00,0.60,0.00,0.97,0.00,0.95,0.34,0.00,2.23,0.00,29.91,0.16,0.06,3.23,0.40,0.16,17.78,29.91
Mint and peanut sandwich,273.59,31.83,7.18,13.88,2.78,3.67,21.70,114.99,93.61,34.02,453.30,198.91,1.70,0.18,4.92,0.00,0.51,0.18,0.70,97.59,0.65,0.76,0.00,16.52,0.00,31.82,0.17,0.07,1.65,0.13,0.09,0.47,31.82
Spicy chutney sandwich,249.58,34.03,8.74,9.58,3.96,3.73,2.86,154.53,127.87,34.25,315.40,256.04,1.51,0.14,5.77,0.00,0.49,0.10,0.78,7.28,3.76,2.93,0.00,14.18,0.00,41.11,0.19,0.15,1.29,0.29,0.13,1.48,41.11
